SEGMENTID,the_geom,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
20696,POINT (-74.00879641165425 40.63938952134519),0,,1,1983,3,3015130,3,05/14/2009 12:00:00 AM +0000,09/23/2016 12:00:00 AM +0000,8,DoITT,,3019685,BAY RIDGE POST OFFICE
152329,POINT (-74.11054312982799 40.56840538184936),0,,1,2089,3,5104304,5,05/14/2009 12:00:00 AM +0000,09/23/2016 12:00:00 AM +0000,8,NYPD,,5071477,NEW DORP POST OFFICE
9005732,POINT (-73.90651442962537 40.66673880821378),101,X,2,7148,3,3326508,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,32348311,3108682,BROWNSVILLE PROJECTS BLDG 9
107290,POINT (-73.82703549240387 40.78081351056662),0,,2,7252,3,4099356,4,05/14/2009 12:00:00 AM +0000,09/23/2016 12:00:00 AM +0000,8,EMS,,5159631,US POSTAL SERVICE PROCESSING & DISTRIBUTION CENTER
105955,POINT (-73.96861673356206 40.65386336890712),450,X,2,10735,1,3000000,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,DCP,37250735,0,THREE ISLANDS
36938,POINT (-73.94628616275874 40.74346079084154),7,G,2,7706,3,0,4,05/14/2009 12:00:00 AM +0000,12/29/2016 12:00:00 AM +0000,6,OTHER,,0,ARCH STREET YARD
88622,POINT (-73.84117951715601 40.86816048809662),0,,1,10075,3,2062376,2,05/14/2009 12:00:00 AM +0000,09/23/2016 12:00:00 AM +0000,8,FDNY,,2069347,BAYCHESTER POST OFFICE
142860,POINT (-73.89262151929945 40.62185227998989),0,,,12879,11,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,NORTH CHANNEL BUOY 15
118734,POINT (-73.9514269093981 40.76648178655786),0,,1,1028488,2,1046268,1,09/23/2016 12:00:00 AM +0000,09/23/2016 12:00:00 AM +0000,1,OTHER,,1036488,1 EAST RIVER PLACE
55129,POINT (-73.81684697351899 40.67541191614492),0,N,2,1025294,3,4253607,4,10/01/2014 12:00:00 AM +0000,09/23/2016 12:00:00 AM +0000,2,DOE,40043301,280968,EPIC HIGH SCHOOL SOUTH
48196,POINT (-73.88108695232759 40.68635557086864),0,N,1,18381,3,3000000,3,05/14/2009 12:00:00 AM +0000,07/22/2011 12:00:00 AM +0000,13,DCP,36388001,0,CYPRESS HILLS NATIONAL CEMETERY
33656,POINT (-73.99531404300997 40.75012152116221),0,,,16754,4,1013535,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,EMS,,1016839,BOSTON HOTEL
170252,POINT (-73.8291024219026 40.69291216076515),0,N,1,1025295,3,4441342,4,10/01/2014 12:00:00 AM +0000,09/23/2016 12:00:00 AM +0000,2,DOE,40043601,221427,EPIC HIGH SCHOOL NORTH
9009442,POINT (-73.90454465799827 40.66607358042842),353,X,2,1017304,3,3394294,3,12/10/2012 12:00:00 AM +0000,12/10/2012 12:00:00 AM +0000,1,OTHER,31176525,9111306,VAN DYKE PROJECTS COMMUNITY CTR
9001833,POINT (-73.88698719554407 40.65024219884706),355,,1,1017324,3,3348859,3,12/10/2012 12:00:00 AM +0000,12/10/2012 12:00:00 AM +0000,5,OTHER,,5141215,VANDALIA SENIOR CENTER
109298,POINT (-73.97287194371052 40.66716267456763),450,X,2,981,9,0,3,05/14/2009 12:00:00 AM +0000,08/31/2012 12:00:00 AM +0000,4,DoITT,37250766,0,PROSPECT PARK THIRD STREET PLGD
29922,POINT (-73.97934025857595 40.694424522522844),199,X,2,19685,3,3335229,3,09/15/2008 12:00:00 AM +0000,10/15/2012 12:00:00 AM +0000,1,DCP,31175504,3073611,INGERSOLL HOUSES BUILDING 18
9003136,POINT (-73.8665944805637 40.668083303090974),272,X,2,6239,3,3324204,3,05/14/2009 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000,1,DCP,37078026,0,PINK HOUSES GARAGE
9004608,POINT (-73.96360969008158 40.70595668118509),198,X,1,8348,3,3334989,3,05/14/2009 12:00:00 AM +0000,10/15/2012 12:00:00 AM +0000,1,DCP,35191004,3076228,INDEPENDENCE TOWERS BLDG 3
9004177,POINT (-73.8691151916232 40.8203308484383),2178,X,1,13350,3,2092687,2,05/14/2009 12:00:00 AM +0000,12/20/2012 12:00:00 AM +0000,1,DCP,21997033,2103162,CLASON POINT GARDENS BLDG 32
105987,POINT (-73.97368338208018 40.69347394881362),378,,1,1017325,3,3335255,3,12/10/2012 12:00:00 AM +0000,12/10/2012 12:00:00 AM +0000,1,OTHER,,3312547,WHITMAN HOUSES BUILDING 38
9001429,POINT (-73.97618877509127 40.69363745838838),378,,2,1017344,3,3335246,3,12/10/2012 12:00:00 AM +0000,12/10/2012 12:00:00 AM +0000,1,OTHER,,3312548,WHITMAN HOUSES BUILDING 37
9005096,POINT (-73.94163268403021 40.71075346626963),380,,2,1017364,3,3338398,3,12/11/2012 12:00:00 AM +0000,12/11/2012 12:00:00 AM +0000,1,OTHER,,3092620,WILLIAMSBURG HOUSES BUILDING 15
9005098,POINT (-73.9408716388622 40.710914344774324),380,,2,1017365,3,3344982,3,12/11/2012 12:00:00 AM +0000,12/11/2012 12:00:00 AM +0000,1,OTHER,,3313904,WILLIAMSBURG HOUSES BUILDING 16
9005105,POINT (-73.94164216005389 40.71013754781732),380,,2,1017366,3,3344992,3,12/11/2012 12:00:00 AM +0000,12/11/2012 12:00:00 AM +0000,1,OTHER,,3313920,WILLIAMSBURG HOUSES BUILDING 17
44208,POINT (-73.94059784577917 40.71013507034844),380,,2,1017367,3,3338402,3,12/11/2012 12:00:00 AM +0000,12/11/2012 12:00:00 AM +0000,1,OTHER,,3313907,WILLIAMSBURG HOUSES BUILDING 18
9005116,POINT (-73.94144238996478 40.7093777431192),380,,2,1017368,3,3345008,3,12/11/2012 12:00:00 AM +0000,12/11/2012 12:00:00 AM +0000,1,OTHER,,3092656,WILLIAMSBURG HOUSES BUILDING 19
9005112,POINT (-73.94042865966661 40.70945202766948),380,,2,1017369,3,3344998,3,12/11/2012 12:00:00 AM +0000,12/11/2012 12:00:00 AM +0000,1,OTHER,,3314367,WILLIAMSBURG HOUSES BUILDING 20
42494,POINT (-73.91815299373005 40.6514734716988),0,,1,1027834,2,3103336,3,05/26/2016 12:00:00 AM +0000,05/26/2016 12:00:00 AM +0000,5,OTHER,,5166716,HIGH DEFINITION DAYCARE CENTER REMSEN AV
9001165,POINT (-73.9313347609631 40.79983292637426),358,X,2,8323,3,1081295,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,13289513,1045348,WAGNER HOUSES BUILDING 12
36125,POINT (-73.9690728750384 40.755787538548056),0,,2,1027548,4,1038449,1,03/21/2016 12:00:00 AM +0000,05/26/2016 12:00:00 AM +0000,7,OTHER,,1031754,POD 51 HOTEL
28733,POINT (-73.94837282051537 40.65446354052168),0,,1,1027835,2,3396954,3,05/26/2016 12:00:00 AM +0000,05/26/2016 12:00:00 AM +0000,5,OTHER,,3145010,HIGH DEFINITION DAYCARE CENTER LENOX RD
79871,POINT (-73.8972659105283 40.854357321752076),0,N,1,10877,2,2013307,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,21353501,2024041,THE ANGELO PATRI MIDDLE SCHOOL
35779,POINT (-73.97653435105197 40.74897728427933),0,,2,1027830,2,1019150,1,05/26/2016 12:00:00 AM +0000,05/26/2016 12:00:00 AM +0000,1,OTHER,,1021502,DRYDEN EAST BUILDING
35779,POINT (-73.9766131664422 40.74935827734324),0,,1,1027831,4,1019481,1,05/26/2016 12:00:00 AM +0000,05/26/2016 12:00:00 AM +0000,7,OTHER,,1021553,POD 39 HOTEL
27226,POINT (-73.95778888638009 40.631485433233465),0,,2,1027832,1,3179163,3,05/26/2016 12:00:00 AM +0000,05/26/2016 12:00:00 AM +0000,9,OTHER,,3227345,BK 7 DAY ADVENT CH
112776,POINT (-73.8202002094988 40.608036856796225),0,,,8882,4,4533063,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,NYPD,,0,VFW POST 260
16631,POINT (-74.0398651252025 40.62196899611139),0,,1,1027836,4,3322532,3,05/26/2016 12:00:00 AM +0000,05/26/2016 12:00:00 AM +0000,5,OTHER,,3199283,SHORE HILL SENIOR HOUSING
42494,POINT (-73.91843174720104 40.65171336134198),0,,1,1027833,1,3103338,3,05/26/2016 12:00:00 AM +0000,05/26/2016 12:00:00 AM +0000,9,OTHER,,3139808,REMSEN CHURCH OF GOD
33163,POINT (-73.98464617870735 40.739030346335504),394,X,2,8944,7,1018015,1,05/14/2009 12:00:00 AM +0000,01/12/2012 12:00:00 AM +0000,2,DCP,11265505,1060615,BARUCH COLL L AND E FIELD BLDG
97198,POINT (-73.79429255158641 40.765015782193196),0,,1,11509,1,4118954,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,131342,PS 32 STATE ST
57761,POINT (-73.7845959576148 40.592905625977664),262,X,1,6399,3,4436419,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,41010508,352161,OCEAN BAY-OCEANSIDE BLDG 7
164775,POINT (-73.98306112290834 40.74385728869498),0,,1,9864,4,1018240,1,05/14/2009 12:00:00 AM +0000,08/05/2016 12:00:00 AM +0000,7,NYPD,,1021016,DEAUVILLE HOTL
32806,POINT (-73.99049180038071 40.73620773148829),1579,,2,1038,9,0,1,05/14/2009 12:00:00 AM +0000,08/05/2016 12:00:00 AM +0000,4,DoITT,,0,UNION SQUARE PLAYGROUND
68848,POINT (-73.91571170470671 40.77273618711702),0,,,15476,3,4437011,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,21241,HANAC LINDSAY SENIOR CTR
86516,POINT (-73.85314865960393 40.847976712816205),0,,1,15616,1,2044852,2,05/14/2009 12:00:00 AM +0000,04/13/2011 12:00:00 AM +0000,9,EMS,,2049346,ST FRNCS XAVIER CH
34019,POINT (-73.98655420093397 40.747784345091375),0,,2,1028270,4,1015849,1,08/05/2016 12:00:00 AM +0000,08/05/2016 12:00:00 AM +0000,7,OTHER,,1019324,LA QUINTA INN & SUITES
158882,POINT (-73.98319216188276 40.7441049193967),0,,2,1028271,4,1018239,1,08/05/2016 12:00:00 AM +0000,08/05/2016 12:00:00 AM +0000,7,OTHER,,1021015,CLARION HOTEL PARK AV
37834,POINT (-73.950974315299 40.793756335630235),0,,2,11142,1,1051513,1,05/14/2009 12:00:00 AM +0000,08/10/2016 12:00:00 AM +0000,10,NYPD,,1040305,CARDINAL COOKE HOSPITAL
107950,POINT (-74.08712189981767 40.63167170205689),0,,2,15081,1,5106887,5,05/14/2009 12:00:00 AM +0000,03/10/2011 12:00:00 AM +0000,9,NYPD,,5018364,OL GOOD COUNSEL CHURCH AUSTIN PL
39015,POINT (-73.94523895536044 40.827790869823524),0,,2,15084,3,1061541,1,05/14/2009 12:00:00 AM +0000,02/10/2011 12:00:00 AM +0000,9,EMS,,1053381,TEMPLE CONVENANT
9000434,POINT (-73.95221565377875 40.69844413498311),232,X,1,12613,3,3325589,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,35873513,3312940,MARCY PROJECTS BUILDING 12
9005304,POINT (-74.10288197311044 40.586864943567214),73,X,1,7950,3,5109573,5,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,51881909,5065376,BERRY HOUSES BUILDING 8
109073,POINT (-73.79425985988287 40.80719659611671),403,X,2,6070,7,2100435,2,05/14/2009 12:00:00 AM +0000,11/29/2013 12:00:00 AM +0000,2,DCP,26744004,0,MARITIME COLLEGE QUARTERS 9
34063,POINT (-73.98446646739531 40.756114601870294),0,N,2,9367,3,1022615,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,10016801,1061372,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS
55129,POINT (-73.8165852251969 40.67541371590668),0,,2,12527,2,4253607,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,280968,JHS 226 VIRGIL I GRISSOM
48752,POINT (-73.90290797895142 40.7057491712602),0,,2,12533,2,4083511,4,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,92749,IS 93
9001027,POINT (-73.92147269057524 40.6802032239431),0,,1,9880,1,3041214,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3050910,PS 40
16366,POINT (-74.07942595762381 40.639700468554665),0,,2,9882,1,5000291,5,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5000385,PS 16
41126,POINT (-73.92568413562144 40.62172450033704),0,,1,9184,1,3218626,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3274468,PS 203
110935,POINT (-73.9983755728789 40.71871994416072),0,N,2,12112,1,1003086,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,10014701,5128770,DE SOTO PUBLIC SCHOOL
163016,POINT (-73.97090671934474 40.577574007004706),0,,1,10834,1,3196595,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3249093,PS 100 THE CONEY ISLAND SCHOOL
20548,POINT (-73.97989953202251 40.6290285968767),0,N,1,12180,10,3128909,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,30026001,3169999,PUBLIC SCHOOL 192
128491,POINT (-73.93613497089238 40.66394051712078),0,N,1,10145,1,3038372,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,30009001,3046980,PS 221 TOSSAINT LOUVERTURE
70639,POINT (-73.94213063458837 40.8315769553879),0,N,2,8956,1,1076739,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,10009701,5129309,PS 28 NR AMSTERDAM
247390,POINT (-73.93607407020161 40.83165105602802),0,N,1,10573,1,1082090,1,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,10023001,1054630,P S 46
78704,POINT (-73.89270561910963 40.84841720424133),0,N,1,10646,2,2011995,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20005501,5131182,JHS 118 NR ARTHUR
28598,POINT (-73.95179169996291 40.64819610704468),0,,1,11686,1,3117396,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3156239,PS 399
87932,POINT (-73.8594649391632 40.86263484942425),0,N,2,10409,1,2051571,2,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20039601,2056922,PS 89
42041,POINT (-73.93084817635031 40.64231842556621),0,,1,10157,1,3105680,3,05/14/2009 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,3142493,PS 208 NR E 49 ST
94519,POINT (-73.82612783725921 40.83352690251307),0,,1,3933,1,2097558,2,05/14/2009 12:00:00 AM +0000,08/22/2016 12:00:00 AM +0000,9,EMS,,0,ST BENEDICTS CHURCH
9009225,POINT (-73.91998158721489 40.635650498347076),171,X,2,8502,3,3331020,3,05/14/2009 12:00:00 AM +0000,08/19/2011 12:00:00 AM +0000,1,DCP,34444019,3279943,GLENWOOD HOUSES BUILDING 17
38371,POINT (-73.95853348438335 40.80969853466081),392,X,2,7872,5,1059521,1,05/14/2009 12:00:00 AM +0000,12/01/2011 12:00:00 AM +0000,1,DoITT,11252511,1050494,BARNARD COLLEGE PLIMPTON HALL
94534,POINT (-73.82629098722337 40.833658918913514),0,,2,5100,3,2097558,2,05/14/2009 12:00:00 AM +0000,08/22/2016 12:00:00 AM +0000,5,DoITT,,2086270,NORTHEAST BRONX SENIOR CITIZEN CENTER
18594,POINT (-74.00587798167983 40.58482401176905),0,,,12716,11,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,GRAVESEND BAY CHANNEL BUOY 2
18417,POINT (-73.98305107962265 40.563889929285075),0,,,12718,11,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,CONEY ISLAND CHANNEL BUOY 5
39155,POINT (-73.94307703793625 40.52925907156366),0,,,12721,11,0,,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,ROCKAWAY INLET LIGHTED BELL BUOY 2
18198,POINT (-74.02776704258355 40.56704804411576),0,,,12722,11,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,AMBROSE CHANNEL LIGHTED BELL BUOY 20
144953,POINT (-74.08110407249539 40.654886477532315),0,,,12724,11,0,,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,CONSTABLE HOOK CHANNEL BUOY 2
275372,POINT (-74.00159146841061 40.692879423596054),3960,,1,1029862,5,0,3,06/05/2017 12:00:00 AM +0000,01/22/2018 12:00:00 AM +0000,7,OTHER,,0,FORNINO RESTAURANT AT PIER 6
24086,POINT (-73.99001508254537 40.7047430471866),3960,,1,1030349,1,0,3,09/28/2017 12:00:00 AM +0000,01/22/2018 12:00:00 AM +0000,4,OTHER,,0,RED TWIG FOREST
24077,POINT (-73.99271889995447 40.70430781827958),3960,,1,1030354,1,3000000,3,09/28/2017 12:00:00 AM +0000,01/22/2018 12:00:00 AM +0000,4,OTHER,,0,EMPIRE FULTON FERRY BIOSWALE
297579,POINT (-73.9930806087735 40.70408980199366),3960,,1,1030355,1,3000000,3,09/28/2017 12:00:00 AM +0000,01/22/2018 12:00:00 AM +0000,4,OTHER,,0,EMPIRE FULTON FERRY WET MEADOWS
164780,POINT (-73.98180925179713 40.747499065656534),0,,1,1030775,3,1017104,1,01/22/2018 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,10,OTHER,,1020194,MTSINAI DOCTORS EAST 34TH STREET
165809,POINT (-73.94660305492198 40.76502781023235),0,,2,1028331,12,1083211,1,08/17/2016 12:00:00 AM +0000,08/22/2016 12:00:00 AM +0000,6,OTHER,,5155911,ROOSEVELT ISLAND PARKING GARAGE
300187,POINT (-73.96407191026715 40.788200858320444),444,,2,1132,5,0,1,05/14/2009 12:00:00 AM +0000,08/22/2016 12:00:00 AM +0000,12,DPR,,0,CENTRAL PARK RESERVOIR NW
74369,POINT (-73.89037742531794 40.72954772263092),0,,,3123,4,4058784,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,EMS,,65619,GRAND MOTOR INN
9008375,POINT (-73.86097229093511 40.82675821368715),0,,2,5990,4,2023644,2,05/14/2009 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,5,DoITT,,2038471,BRONX CENTER
192571,POINT (-74.02877920367384 40.6797697404814),0,,,12870,11,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,BUTTERMILK CHANNEL ENTRANCE LIGHTED GONG BUOY 1
195116,POINT (-73.96777757500658 40.74212141458445),0,,,12871,11,0,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,ROOSEVELT ISLAND REEF LIGHTED BUOY B
300190,POINT (-73.96597364528253 40.78882163519749),444,,,12895,1,0,1,05/14/2009 12:00:00 AM +0000,08/22/2016 12:00:00 AM +0000,4,DPR,,0,CENTRAL PARK WEST AREA C
284269,POINT (-73.97861617861707 40.73406221828254),519,,2,13280,2,1082866,1,05/14/2009 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,1,DoITT,,1022921,STUYVESANT TOWN 420 E20 TO 440 E20
39187,POINT (-73.92942757443524 40.575776585223),0,,,12876,11,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,SHEEPSHEAD BAY CHANNEL BUOY 7A
32622,POINT (-73.99338463942682 40.73402111417256),0,,2,13623,3,1009279,1,05/14/2009 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,3,NYPD,,1011804,CINEMA VILLAGE THEATRE
36203,POINT (-73.96799008967393 40.76966368722871),0,,1,2040,4,1041251,1,05/14/2009 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,8,NYPD,,1033291,INDONESIA CONSULAT
298871,POINT (-73.86751828436323 40.67580291389618),0,,2,4550,4,3095197,3,05/14/2009 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,5,EMS,,3128992,BROOKLYN ADULT CARE CENTER
99802,POINT (-73.782351582245 40.87490404127624),0,X,1,9924,1,0,2,05/14/2009 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,12,DCP,25784051,0,DANNY HAT ISLAND
9006278,POINT (-73.88602518674607 40.63134152741427),68,X,1,12923,3,3331437,3,05/14/2009 12:00:00 AM +0000,09/06/2012 12:00:00 AM +0000,1,DCP,31749522,3293486,BAY VIEW PROJECTS BUILDING 20
43394,POINT (-73.92702560982973 40.675625229585485),207,X,1,8026,3,3324601,3,05/14/2009 12:00:00 AM +0000,10/15/2012 12:00:00 AM +0000,1,DCP,35403804,5135736,KINGSBOROUGH PROJECTS BLDG 3
56620,POINT (-73.8145645175073 40.690434370824725),0,,1,15974,2,4204047,4,05/14/2009 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,5,DoITT,,226671,PLAYMATES NURSERY LIBERTY AVE
270793,POINT (-73.90829411023543 40.87427203357138),231,X,2,18608,3,1080004,1,05/14/2009 12:00:00 AM +0000,12/27/2012 12:00:00 AM +0000,1,DCP,12580003,1057991,MARBLE HILL HOUSES BUILDING 2
118713,POINT (-73.9790313256524 40.73336833120488),519,,2,7660,2,1082867,1,05/14/2009 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,1,DoITT,,1022923,STUYVESANT TOWN 442 E 20 444 E 20 446 E 20 448 E 20 450 E 20
13864,POINT (-74.09775022260233 40.64132770297132),0,,1,3278,1,5001813,5,05/14/2009 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,9,NYPD,,5002396,ST PAULS R C CHURCH
68120,POINT (-73.91172408949066 40.76046786882379),0,,,17023,9,0,4,05/14/2009 12:00:00 AM +0000,05/02/2013 12:00:00 AM +0000,4,DoITT,,0,ASTORIA HEIGHTS PLAYGROUND
9001789,POINT (-73.91419847295401 40.81294294480473),84,X,2,1017506,3,2116543,2,12/17/2012 12:00:00 AM +0000,12/17/2012 12:00:00 AM +0000,1,OTHER,21192504,2000260,DR BETANCES VI HOUSES BLDG 3
9001356,POINT (-73.91283508892462 40.8063985214269),76,X,2,1017468,3,2091293,2,12/14/2012 12:00:00 AM +0000,02/25/2013 12:00:00 AM +0000,1,OTHER,21190002,5141244,BETANCES II-13 HOUSES BUILDING 3
9000247,POINT (-73.95288303925243 40.81858193353954),229,,1,1009448,3,1059765,1,12/07/2011 12:00:00 AM +0000,02/14/2013 12:00:00 AM +0000,1,OTHER,,1051004,MANHATTANVILLE REHABS GROUP 2 BUILDING 3
60116,POINT (-73.79566087321038 40.70743291951403),0,,2,1002348,1,4209605,4,09/07/2010 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,6,OTHER,,232918,JAMAICA BUS TERMINAL
300207,POINT (-73.97034938574339 40.77994298233816),444,X,2,1002177,7,1083824,1,08/31/2010 12:00:00 AM +0000,08/22/2016 12:00:00 AM +0000,4,OTHER,11419061,0,CENTRAL PARK SWISS COTTAGE
9003872,POINT (-73.93642050578754 40.80697701960303),298,,2,16451,2,1054505,1,05/14/2009 12:00:00 AM +0000,02/22/2013 12:00:00 AM +0000,5,DoITT,,1044763,ADDIE MAE COLLINS HEAD START 110 E 129 ST
9006427,POINT (-73.99920542719568 40.71017056149857),315,X,2,12935,3,1077414,1,05/14/2009 12:00:00 AM +0000,02/26/2013 12:00:00 AM +0000,1,DCP,13060406,1001342,SMITH HOUSES BUILDING 5
165897,POINT (-73.97724210826134 40.78585536983267),0,N,1,5942,4,1032767,1,05/14/2009 12:00:00 AM +0000,03/19/2013 12:00:00 AM +0000,3,DoITT,11401501,1029289,CHILDRENS MUSEUM OF MANHATTAN
64616,POINT (-73.75380238428778 40.706974069841515),0,,,5651,2,4442263,4,05/14/2009 12:00:00 AM +0000,04/23/2013 12:00:00 AM +0000,3,DoITT,,260186,SOUTH HOLLIS LIBRARY
60229,POINT (-73.79438609942015 40.70594635502254),0,,2,11516,2,4209597,4,05/14/2009 12:00:00 AM +0000,02/08/2012 12:00:00 AM +0000,3,DoITT,,5129450,CENTRAL ADULT LEARNING CENTER QUEENS LIBRARY
310181,POINT (-73.98970714095991 40.727733830748925),0,,2,1030681,4,1006616,1,12/27/2017 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,3,OTHER,,1008439,UKRAINIAN MUSEUM
144595,POINT (-73.75528444186963 40.676299662125196),0,,1,1030772,1,4448943,4,01/19/2018 12:00:00 AM +0000,01/19/2018 12:00:00 AM +0000,9,OTHER,,311196,FIRST PRESBYTERIAN CHURCH SPRINGFIELD GARDENS
91069,POINT (-73.8318205597384 40.76055130305342),0,,1,1030773,2,4112297,4,01/19/2018 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,OTHER,,125543,YEEHO TOWER
91069,POINT (-73.83155702811095 40.76067862472952),0,,1,1030774,4,4457326,4,01/19/2018 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,OTHER,,9212564,FLUSHING CENTRAL HOTEL
164635,POINT (-74.00154007984068 40.762699401752755),0,,1,19168,4,1027181,1,05/14/2009 12:00:00 AM +0000,01/23/2018 12:00:00 AM +0000,13,EMS,,0,CIRCLE LINE W 42 ST
150548,POINT (-73.8406072722488 40.622829625647626),0,,2,6153,5,0,3,05/14/2009 12:00:00 AM +0000,01/23/2018 12:00:00 AM +0000,12,NOAA,,0,PUMPKIN PATCH CHANNEL
94445,POINT (-73.82810983562905 40.84613154099722),0,,2,15619,1,2046182,2,05/14/2009 12:00:00 AM +0000,01/23/2018 12:00:00 AM +0000,9,EMS,,0,ASSUMPTION CHURCH
144953,POINT (-74.07452986662592 40.66845677918445),0,,,12902,11,0,,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,BAYONNE TERMINAL CHANNEL LIGHTED BUOY 2
144953,POINT (-74.07842074580618 40.67017078503),0,,,12903,11,0,,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,BAYONNE TERMINAL CHANNEL NORTH LIGHTED BUOY 4
152039,POINT (-74.06862062600571 40.587660894780555),0,,1,18818,1,0,5,05/14/2009 12:00:00 AM +0000,01/05/2018 12:00:00 AM +0000,4,NYPD,,0,S BEACH BALLFIELDS PARK LOT 4
76443,POINT (-73.88084516758705 40.74543362679203),0,,1,15494,2,4037168,4,05/14/2009 12:00:00 AM +0000,01/05/2018 12:00:00 AM +0000,5,DoITT,,41957,LITTLE FRIENDS SCHOOL ELMHURST
24259,POINT (-73.9880686774466 40.699576062975154),406,X,2,7791,7,3329429,3,05/14/2009 12:00:00 AM +0000,02/17/2012 12:00:00 AM +0000,2,DCP,36705007,3000422,N Y C TECH ENVIRONMENTAL BLDG
29112,POINT (-73.96835249076646 40.668824936367876),450,,2,14904,1,0,3,05/14/2009 12:00:00 AM +0000,03/28/2011 12:00:00 AM +0000,4,DPR,,0,PROSPECT PARK VALE OF CASHMERE
